block_id,season,plot_id,treat_code,treat_details,urea_rate_timing,crop,prior_season_crop,planting_date,compost_tha,compost_quality,seed_variety,seeds_kgha,dap_kgha,urea_planting_kgha,germ_count_date,germination_rate,urea_V6_date,urea_V6_kgha,urea_V10_date,urea_V10_kgha,urea_total_kgha,N_kgha,silking_date,R3_date,harvest_date,yield_tha
95c016dd-908a-4f07-9e49-926e9a9f4f19,21A,95c016dd-908a-4f07-9e49-926e9a9f4f19-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,sorghum,9/29/2020,10,Well_decomposed,MV_403,29,100,0,10/28/2020,94,11/5/2020,50,,0,50,41,12/24/2020,1/14/2021,2/19/2021,6.71
95c016dd-908a-4f07-9e49-926e9a9f4f19,21A,95c016dd-908a-4f07-9e49-926e9a9f4f19-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,sorghum,9/29/2020,10,Well_decomposed,MV_403,29,100,50,10/28/2020,92,11/5/2020,50,,0,100,64,12/24/2020,1/14/2021,2/19/2021,5.73
95c016dd-908a-4f07-9e49-926e9a9f4f19,21A,95c016dd-908a-4f07-9e49-926e9a9f4f19-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,sorghum,9/29/2020,10,Well_decomposed,MV_403,29,100,0,10/28/2020,89,11/5/2020,50,11/30/2020,50,100,64,12/24/2020,1/14/2021,2/19/2021,7.05
95c016dd-908a-4f07-9e49-926e9a9f4f19,21A,95c016dd-908a-4f07-9e49-926e9a9f4f19-21A-D,D,DAP 1Kg/Are + Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,sorghum,9/29/2020,10,Well_decomposed,MV_403,29,100,0,10/28/2020,88,11/5/2020,100,,0,100,64,12/24/2020,1/14/2021,2/19/2021,5.98
1d5c61a0-ca6b-4db8-87c3-5ca46c7cad6d,21A,1d5c61a0-ca6b-4db8-87c3-5ca46c7cad6d-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,Beans,9/30/2020,10,Well_decomposed,MV_403,27,99,0,10/28/2020,94,11/11/2020,50,,0,50,41,12/24/2020,1/14/2021,2/19/2021,3.10
1d5c61a0-ca6b-4db8-87c3-5ca46c7cad6d,21A,1d5c61a0-ca6b-4db8-87c3-5ca46c7cad6d-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,Beans,9/30/2020,10,Well_decomposed,MV_403,27,99,50,10/28/2020,92,11/11/2020,50,,0,99,63,12/24/2020,1/14/2021,2/19/2021,3.32
1d5c61a0-ca6b-4db8-87c3-5ca46c7cad6d,21A,1d5c61a0-ca6b-4db8-87c3-5ca46c7cad6d-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,Beans,9/30/2020,10,Well_decomposed,MV_403,27,99,0,10/28/2020,94,11/11/2020,50,11/30/2020,50,99,63,12/24/2020,1/14/2021,2/19/2021,2.88
1d5c61a0-ca6b-4db8-87c3-5ca46c7cad6d,21A,1d5c61a0-ca6b-4db8-87c3-5ca46c7cad6d-21A-D,D,DAP 1Kg/Are at planting+ Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,Beans,9/30/2020,10,Well_decomposed,MV_403,27,99,0,10/28/2020,96,11/11/2020,99,,0,99,63,12/24/2020,1/14/2021,2/19/2021,3.29
6bbda1ad-cac0-405a-af23-1d7b92b9e8c2,21A,6bbda1ad-cac0-405a-af23-1d7b92b9e8c2-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,maize,9/30/2020,10,Well_decomposed,MV_403,28,100,0,10/26/2020,94,11/11/2020,50,,0,50,41,12/30/2020,1/27/2021,3/1/2021,5.39
6bbda1ad-cac0-405a-af23-1d7b92b9e8c2,21A,6bbda1ad-cac0-405a-af23-1d7b92b9e8c2-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,maize,9/30/2020,10,Well_decomposed,MV_403,28,100,50,10/26/2020,79,11/11/2020,50,,0,100,64,12/30/2020,1/27/2021,3/1/2021,5.13
6bbda1ad-cac0-405a-af23-1d7b92b9e8c2,21A,6bbda1ad-cac0-405a-af23-1d7b92b9e8c2-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,maize,9/30/2020,10,Well_decomposed,MV_403,28,100,0,11/26/2020,90,11/11/2020,50,12/4/2020,50,100,64,12/30/2020,1/27/2021,3/1/2021,6.13
6bbda1ad-cac0-405a-af23-1d7b92b9e8c2,21A,6bbda1ad-cac0-405a-af23-1d7b92b9e8c2-21A-D,D,DAP 1Kg/Are at planting+ Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,maize,9/30/2020,10,Well_decomposed,MV_403,28,100,0,10/26/2020,93,11/11/2020,100,,0,100,64,12/30/2020,1/27/2021,3/1/2021,5.09
975e5e46-7503-4d90-b32a-f33a234a1bd5,21A,975e5e46-7503-4d90-b32a-f33a234a1bd5-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,maize,10/1/2020,10,Well_decomposed,MV_403,28,100,0,10/30/2020,82,11/11/2020,50,,0,50,41,1/7/2021,1/25/2021,2/23/2021,4.49
975e5e46-7503-4d90-b32a-f33a234a1bd5,21A,975e5e46-7503-4d90-b32a-f33a234a1bd5-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,maize,10/1/2020,10,Well_decomposed,MV_403,28,100,50,10/30/2020,75,11/11/2020,50,,0,100,64,1/7/2021,1/25/2021,2/23/2021,5.73
975e5e46-7503-4d90-b32a-f33a234a1bd5,21A,975e5e46-7503-4d90-b32a-f33a234a1bd5-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,maize,10/1/2020,10,Well_decomposed,MV_403,28,100,0,10/30/2020,89,11/11/2020,50,12/4/2020,50,100,64,1/7/2021,1/25/2021,2/23/2021,5.22
975e5e46-7503-4d90-b32a-f33a234a1bd5,21A,975e5e46-7503-4d90-b32a-f33a234a1bd5-21A-D,D,DAP 1Kg/Are at planting+ Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,maize,10/1/2020,10,Well_decomposed,MV_403,28,100,0,10/30/2020,82,11/11/2020,100,,0,100,64,1/7/2021,1/25/2021,2/23/2021,5.08
27591843-dba1-44c0-8014-d6a31f341e4c,21A,27591843-dba1-44c0-8014-d6a31f341e4c-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,cassava,10/5/2020,10,Well_decomposed,MV_403,27,100,0,11/9/2020,79,11/19/2020,50,,0,50,41,1/11/2021,2/2/2021,3/1/2021,2.47
27591843-dba1-44c0-8014-d6a31f341e4c,21A,27591843-dba1-44c0-8014-d6a31f341e4c-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,cassava,10/5/2020,10,Well_decomposed,MV_403,27,100,50,11/9/2020,68,11/19/2020,50,,0,100,64,1/11/2021,2/2/2021,3/1/2021,2.10
27591843-dba1-44c0-8014-d6a31f341e4c,21A,27591843-dba1-44c0-8014-d6a31f341e4c-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,cassava,10/5/2020,10,Well_decomposed,MV_403,27,100,0,11/9/2020,82,11/19/2020,50,12/9/2020,50,100,64,1/11/2021,2/2/2021,3/1/2021,3.34
27591843-dba1-44c0-8014-d6a31f341e4c,21A,27591843-dba1-44c0-8014-d6a31f341e4c-21A-D,D,DAP 1Kg/Are at planting+ Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,cassava,10/5/2020,10,Well_decomposed,MV_403,27,100,0,11/9/2020,69,11/19/2020,100,,0,100,64,1/11/2021,2/2/2021,3/1/2021,2.30
730838ee-584a-4aaf-afb5-1ea2abe5180b,21A,730838ee-584a-4aaf-afb5-1ea2abe5180b-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,Beans,10/6/2020,10,Well_decomposed,MV_403,28,100,0,11/9/2020,70,11/23/2020,50,,0,50,41,1/8/2021,1/29/2021,3/13/2021,4.46
730838ee-584a-4aaf-afb5-1ea2abe5180b,21A,730838ee-584a-4aaf-afb5-1ea2abe5180b-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,Beans,10/6/2020,10,Well_decomposed,MV_403,28,100,50,11/9/2020,69,11/23/2020,50,,0,100,64,1/8/2021,1/29/2021,3/13/2021,4.11
730838ee-584a-4aaf-afb5-1ea2abe5180b,21A,730838ee-584a-4aaf-afb5-1ea2abe5180b-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,Beans,10/6/2020,10,Well_decomposed,MV_403,28,100,0,11/9/2020,79,11/23/2020,50,12/9/2020,50,100,64,1/8/2021,1/29/2021,3/13/2021,5.39
730838ee-584a-4aaf-afb5-1ea2abe5180b,21A,730838ee-584a-4aaf-afb5-1ea2abe5180b-21A-D,D,DAP 1Kg/Are at planting+ Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,Beans,10/6/2020,10,Well_decomposed,MV_403,28,100,0,11/9/2020,61,11/23/2020,100,,0,100,64,1/8/2021,1/29/2021,3/13/2021,5.27
fe2d2425-acd9-43dc-a38c-4d36729b57f4,21A,fe2d2425-acd9-43dc-a38c-4d36729b57f4-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,Beans,10/6/2020,10,Well_decomposed,MV_403,27,99,0,11/6/2020,75,11/19/2020,50,,0,50,41,1/8/2021,2/2/2021,3/8/2021,7.03
fe2d2425-acd9-43dc-a38c-4d36729b57f4,21A,fe2d2425-acd9-43dc-a38c-4d36729b57f4-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,Beans,10/6/2020,10,Well_decomposed,MV_403,27,99,50,11/6/2020,82,11/19/2020,50,,0,99,63,1/8/2021,2/2/2021,3/8/2021,5.65
fe2d2425-acd9-43dc-a38c-4d36729b57f4,21A,fe2d2425-acd9-43dc-a38c-4d36729b57f4-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,Beans,10/6/2020,10,Well_decomposed,MV_403,27,99,0,11/6/2020,89,11/19/2020,50,12/10/2020,50,99,63,1/8/2021,2/2/2021,3/8/2021,7.40
fe2d2425-acd9-43dc-a38c-4d36729b57f4,21A,fe2d2425-acd9-43dc-a38c-4d36729b57f4-21A-D,D,DAP 1Kg/Are at planting+ Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,Beans,10/6/2020,10,Well_decomposed,MV_403,27,99,0,11/6/2020,79,11/19/2020,99,,0,99,63,1/8/2021,2/2/2021,3/8/2021,6.93
8dd62e1f-f676-44f9-8bf7-76a969e2474a,21A,8dd62e1f-f676-44f9-8bf7-76a969e2474a-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,maize,10/7/2020,10,Well_decomposed,MV_403,28,100,0,11/9/2020,95,11/19/2020,50,,0,50,41,12/31/2020,1/29/2021,3/4/2021,4.43
8dd62e1f-f676-44f9-8bf7-76a969e2474a,21A,8dd62e1f-f676-44f9-8bf7-76a969e2474a-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,maize,10/7/2020,10,Well_decomposed,MV_403,28,100,50,11/9/2020,90,11/19/2020,50,,0,100,64,12/31/2020,1/29/2021,3/4/2021,4.22
8dd62e1f-f676-44f9-8bf7-76a969e2474a,21A,8dd62e1f-f676-44f9-8bf7-76a969e2474a-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,maize,10/7/2020,10,Well_decomposed,MV_403,28,100,0,11/9/2020,91,11/19/2020,50,12/9/2020,50,100,64,12/31/2020,1/29/2021,3/4/2021,5.64
8dd62e1f-f676-44f9-8bf7-76a969e2474a,21A,8dd62e1f-f676-44f9-8bf7-76a969e2474a-21A-D,D,DAP 1Kg/Are at planting+ Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,maize,10/7/2020,10,Well_decomposed,MV_403,28,100,0,11/9/2020,93,11/19/2020,100,,0,100,64,12/31/2020,1/29/2021,3/4/2021,5.01
f19aaddb-d22a-40df-afb8-f489b1358d16,21A,f19aaddb-d22a-40df-afb8-f489b1358d16-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,maize,10/7/2020,10,Well_decomposed,MV_403,27,99,0,11/9/2020,89,11/18/2020,50,,0,50,41,12/31/2020,1/29/2021,3/9/2021,5.57
f19aaddb-d22a-40df-afb8-f489b1358d16,21A,f19aaddb-d22a-40df-afb8-f489b1358d16-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,Beans maize,10/7/2020,10,Well_decomposed,MV_403,27,99,50,11/9/2020,84,11/18/2020,50,,0,99,63,12/31/2020,1/29/2021,3/9/2021,4.85
f19aaddb-d22a-40df-afb8-f489b1358d16,21A,f19aaddb-d22a-40df-afb8-f489b1358d16-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,Beans,10/7/2020,10,Well_decomposed,MV_403,27,99,0,11/9/2020,91,11/18/2020,50,12/7/2020,50,99,63,12/31/2020,1/29/2021,3/9/2021,6.93
f19aaddb-d22a-40df-afb8-f489b1358d16,21A,f19aaddb-d22a-40df-afb8-f489b1358d16-21A-D,D,DAP 1Kg/Are at planting+ Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,Beans,10/7/2020,10,Well_decomposed,MV_403,27,99,0,11/9/2020,90,11/18/2020,99,,0,99,63,12/31/2020,1/29/2021,3/9/2021,7.68
e8ef26c0-2a9c-4699-b8fa-16509d29122d,21A,e8ef26c0-2a9c-4699-b8fa-16509d29122d-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,tomato,10/9/2020,10,Well_decomposed,MV_403,27,99,0,11/6/2020,69,11/25/2020,50,,0,50,41,1/6/2021,2/2/2021,3/20/2021,5.68
e8ef26c0-2a9c-4699-b8fa-16509d29122d,21A,e8ef26c0-2a9c-4699-b8fa-16509d29122d-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,maize,10/9/2020,10,Well_decomposed,MV_403,27,99,50,11/6/2020,71,11/25/2020,50,,0,99,63,1/6/2021,2/2/2021,3/20/2021,5.95
e8ef26c0-2a9c-4699-b8fa-16509d29122d,21A,e8ef26c0-2a9c-4699-b8fa-16509d29122d-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,maize,10/9/2020,10,Well_decomposed,MV_403,27,99,0,11/6/2020,74,11/25/2020,50,12/16/2020,50,99,63,1/6/2021,2/2/2021,3/20/2021,6.47
e8ef26c0-2a9c-4699-b8fa-16509d29122d,21A,e8ef26c0-2a9c-4699-b8fa-16509d29122d-21A-D,D,DAP 1Kg/Are at planting+ Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,maize,10/9/2020,10,Well_decomposed,MV_403,27,99,0,11/6/2020,73,11/25/2020,99,,0,99,63,1/6/2021,2/2/2021,3/20/2021,6.04
fd2519ff-db5c-4673-89bb-382a801825f8,21A,fd2519ff-db5c-4673-89bb-382a801825f8-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,maize,10/9/2020,10,Well_decomposed,MV_403,28,100,0,11/9/2020,95,11/23/2020,50,,0,50,41,1/8/2021,2/2/2021,3/13/2021,6.21
fd2519ff-db5c-4673-89bb-382a801825f8,21A,fd2519ff-db5c-4673-89bb-382a801825f8-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,maize,10/9/2020,10,Well_decomposed,MV_403,28,100,50,11/9/2020,92,11/23/2020,50,,0,100,64,1/8/2021,2/2/2021,3/13/2021,5.43
fd2519ff-db5c-4673-89bb-382a801825f8,21A,fd2519ff-db5c-4673-89bb-382a801825f8-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,maize,10/9/2020,10,Well_decomposed,MV_403,28,100,0,11/9/2020,93,11/23/2020,50,12/16/2020,50,100,64,1/8/2021,2/2/2021,3/13/2021,6.37
fd2519ff-db5c-4673-89bb-382a801825f8,21A,fd2519ff-db5c-4673-89bb-382a801825f8-21A-D,D,DAP 1Kg/Are at planting+ Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,maize,10/9/2020,10,Well_decomposed,MV_403,28,100,0,11/9/2020,94,11/23/2020,100,,0,100,64,1/8/2021,2/2/2021,3/13/2021,4.35
34519590-bff7-434c-80ce-89a5c91d461f,21A,34519590-bff7-434c-80ce-89a5c91d461f-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,maize,10/10/2020,10,Well_decomposed,MV_403,27,99,0,11/9/2020,81,11/19/2020,50,,0,50,41,1/8/2021,1/27/2021,2/18/2021,5.58
34519590-bff7-434c-80ce-89a5c91d461f,21A,34519590-bff7-434c-80ce-89a5c91d461f-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,maize,10/10/2020,10,Well_decomposed,MV_403,27,99,50,11/9/2020,64,11/19/2020,50,,0,99,63,1/8/2021,1/27/2021,2/18/2021,4.73
34519590-bff7-434c-80ce-89a5c91d461f,21A,34519590-bff7-434c-80ce-89a5c91d461f-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,maize,10/10/2020,10,Well_decomposed,MV_403,27,99,0,11/9/2020,89,11/19/2020,50,12/7/2020,50,99,63,1/8/2021,1/27/2021,2/18/2021,6.07
34519590-bff7-434c-80ce-89a5c91d461f,21A,34519590-bff7-434c-80ce-89a5c91d461f-21A-D,D,DAP 1Kg/Are at planting+ Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,maize,10/10/2020,10,Well_decomposed,MV_403,27,99,0,11/9/2020,88,11/19/2020,99,,0,99,63,1/8/2021,1/27/2021,2/18/2021,6.61
19f383fd-78f4-4ee7-b8cc-a6d1feef9eba,21A,19f383fd-78f4-4ee7-b8cc-a6d1feef9eba-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,Beans,9/15/2020,12,Well_decomposed,MV_403,33,101,0,10/23/2020,80,11/13/2020,50,,0,50,41,12/23/2020,1/11/2021,2/21/2021,4.39
19f383fd-78f4-4ee7-b8cc-a6d1feef9eba,21A,19f383fd-78f4-4ee7-b8cc-a6d1feef9eba-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,Beans,9/15/2020,12,Well_decomposed,MV_403,33,101,50,10/23/2020,82,11/13/2020,50,,0,101,64,12/23/2020,1/11/2021,2/21/2021,4.19
19f383fd-78f4-4ee7-b8cc-a6d1feef9eba,21A,19f383fd-78f4-4ee7-b8cc-a6d1feef9eba-21A-C,C,DAP 1Kg/Are + Urea 0.5Kg/Are at V6 + Urea 0.5Kg/Are at V10,Urea 1kg/Are(V6 + V10),maize,Beans,9/15/2020,12,Well_decomposed,MV_403,33,101,0,10/23/2020,90,11/13/2020,50,11/24/2020,50,101,64,12/23/2020,1/11/2021,2/21/2021,5.24
19f383fd-78f4-4ee7-b8cc-a6d1feef9eba,21A,19f383fd-78f4-4ee7-b8cc-a6d1feef9eba-21A-D,D,DAP 1Kg/Are at planting+ Urea 1Kg/Are at V6,Urea 1kg/Are(V6),maize,Beans,9/15/2020,12,Well_decomposed,MV_403,33,101,0,10/23/2020,89,11/13/2020,101,,0,101,64,12/23/2020,1/11/2021,2/21/2021,4.40
f72efb59-2156-4f30-81d4-51c1b0061ac0,21A,f72efb59-2156-4f30-81d4-51c1b0061ac0-21A-A,A,DAP 1Kg/Are + Urea 0.5Kg/Are at V6,Urea 0.5Kg/Are(V6),maize,Beans,9/23/2020,11,Well_decomposed,MV_403,35,100,0,10/23/2020,99,11/13/2020,52,,0,52,42,12/23/2020,1/11/2021,3/1/2021,3.76
f72efb59-2156-4f30-81d4-51c1b0061ac0,21A,f72efb59-2156-4f30-81d4-51c1b0061ac0-21A-B,B,DAP 1Kg/Are + Urea 0.5Kg/Are at Planting and Urea 0.5Kg/Are at V6,Urea1kg/Are(Planting+V6),maize,Beans,9/23/2020,11,Well_decomposed,MV_403,35,100,52,10/23/2020,96,11/13/2020,52,,0,104,66,12/23/2020,1/11/2021,3/1/2021,4.44
